fare_amount,fare_class,passenger_count,distance_in_kms,Weekday_name,Hour,Month_Day
6.5,0,1,2.15,7,4,23
3.7,0,2,0.51,6,1,15
37.3,1,4,16.34,6,6,22
19.7,1,1,7.1,4,0,21
4.1,0,1,1.27,5,8,17
7.3,0,1,1.15,4,19,14
11.3,1,1,4.38,6,20,22
4.9,0,1,1.09,4,6,21
5.7,0,1,1.36,1,17,19
6.1,0,1,1.66,4,9,14
18.1,1,1,6.26,7,10,23
14.9,1,4,7.63,2,12,11
15.3,1,4,5.07,6,8,15
10.5,1,2,3.3,4,1,14
7.3,0,2,1.72,4,19,14
19.7,1,1,7.98,6,8,22
5.7,0,1,0.77,5,0,17
3.7,0,1,0.61,6,10,15
7.3,0,1,2.74,7,11,23
12.1,1,1,3.96,7,11,23
6.9,0,1,1.77,1,17,12
10.9,1,1,5.47,4,21,14
6.1,0,1,1.44,3,20,20
4.1,0,3,0.86,6,20,15
14.9,1,1,6.89,7,2,23
5.7,0,1,1.91,2,16,11
10.9,1,1,2.73,6,8,15
7.7,0,1,2.23,5,13,24
28.27,1,1,7.45,6,19,22
16.5,1,1,3.15,3,14,13
6.1,0,1,1.58,6,19,22
6.9,0,1,2.55,5,21,24
4.9,0,1,1.52,2,2,25
49.57,1,1,3.95,4,20,21
15.7,1,1,2.3,2,15,11
12.9,1,1,7.3,6,7,22
6.9,0,1,2.44,6,0,15
24.5,1,2,12.07,1,1,12
15.7,1,2,6.19,7,20,23
9.3,0,1,3.83,4,17,14
9.7,0,2,5.28,2,1,25
8.1,0,1,2.78,5,18,24
8.1,0,1,1.65,3,8,13
14.1,1,1,4.29,2,17,11
4.1,0,1,0.37,3,14,20
3.3,0,1,0.57,7,18,23
6.5,0,2,1.97,7,7,16
13.3,1,2,1.39,3,0,20
11.7,1,3,3.98,2,3,25
49.57,1,1,20.01,2,18,18
4.5,0,1,1.06,2,9,18
5.7,0,3,1.47,3,21,13
13.7,1,1,5.57,6,13,22
12.1,1,1,5.04,2,20,11
9.7,0,1,3.05,2,18,11
5.3,0,1,2.07,1,22,19
6.9,0,1,1.86,4,19,21
3.3,0,1,0.48,2,13,11
4.9,0,2,0.81,5,1,24
5.7,0,1,2.13,1,12,19
34.67,1,3,16.82,6,18,15
17.7,1,4,9.14,7,2,16
8.9,0,1,3.09,1,20,19
8.5,0,2,2.61,5,2,17
29.3,1,1,17.8,3,1,13
9.3,0,1,3.12,6,15,15
5.7,0,1,1.09,3,17,20
6.5,0,1,1.51,3,11,20
4.9,0,1,1.55,5,12,24
6.9,0,1,1.76,2,17,11
11.3,1,2,2.43,7,20,23
22.9,1,1,11.27,7,2,16
18.67,1,1,5.87,1,19,12
4.9,0,1,1.36,4,20,14
9.7,0,2,2.99,6,11,22
4.1,0,1,0.64,7,9,23
10.1,1,1,3.32,5,21,17
7.3,0,1,3.38,7,18,23
3.7,0,1,0.56,3,16,13
7.3,0,1,1.84,3,15,20
12.9,1,1,5.54,5,20,24
16.1,1,4,5.18,4,8,21
7.3,0,1,0.6,7,10,16
8.1,0,2,3.41,4,22,21
20.9,1,1,9.78,2,4,11
6.1,0,2,2.03,1,11,12
3.3,0,1,0.51,7,20,16
6.1,0,2,1.35,5,4,17
18.5,1,1,5.18,6,14,22
11.3,1,1,3.77,4,7,21
3.7,0,1,0.5,2,8,11
4.9,0,2,1.3,3,14,13
6.1,0,1,1.22,7,17,16
45.0,1,1,21.47,2,18,18
17.3,1,1,8.02,7,3,16
4.5,0,1,1.44,4,20,14
19.3,1,3,7.07,3,19,13
5.7,0,2,0.72,2,1,25
5.7,0,1,1.26,1,15,19
7.7,0,1,3.54,6,18,15
12.1,1,2,4.99,4,21,14
14.9,1,1,6.94,5,0,17
5.7,0,1,0.84,5,22,17
4.9,0,2,1.21,2,21,11
8.1,0,4,1.33,6,19,22
4.5,0,1,1.01,7,13,23
9.3,0,3,1.52,7,16,16
12.1,1,1,3.39,5,18,24
8.9,0,1,3.93,6,19,15
37.47,1,1,15.27,3,22,13
3.3,0,1,0.3,2,12,18
5.7,0,1,1.18,5,23,17
7.3,0,5,2.61,1,16,12
7.7,0,1,3.09,7,7,23
6.9,0,1,1.95,5,22,17
5.7,0,1,1.88,2,7,11
28.0,1,1,9.32,7,13,16
8.1,0,2,3.25,5,23,17
6.1,0,1,1.26,1,12,12
5.7,0,1,1.15,7,12,16
3.7,0,1,0.82,1,22,19
8.1,0,2,2.12,5,19,17
6.9,0,3,1.21,2,13,18
10.5,1,3,2.97,5,15,17
6.5,0,2,3.02,7,1,16
14.1,1,4,3.85,1,15,19
8.1,0,1,2.42,7,7,23
8.9,0,1,2.37,6,7,22
4.5,0,1,0.9,1,8,12
6.1,0,1,0.91,6,18,15
20.1,1,2,7.89,2,20,18
4.5,0,1,1.06,1,20,19
10.9,1,1,2.77,4,11,21
4.5,0,1,0.66,3,18,13
24.67,1,1,7.81,5,19,24
4.9,0,1,1.46,3,0,13
6.9,0,1,2.78,6,22,15
6.5,0,2,1.84,5,11,24
5.7,0,1,0.84,7,15,16
6.5,0,1,2.71,3,22,20
7.7,0,1,1.92,4,10,14
4.9,0,1,1.31,6,9,15
6.5,0,2,1.65,1,17,12
7.7,0,1,1.73,4,19,14
6.5,0,1,2.73,4,10,21
10.9,1,1,3.23,7,20,16
4.5,0,1,1.18,6,19,15
38.9,1,1,17.27,2,23,11
4.5,0,1,0.85,2,21,18
4.9,0,1,1.13,7,17,23
2.9,0,2,0.23,4,16,14
13.7,1,1,5.41,4,18,21
9.7,0,1,1.76,1,9,19
3.7,0,1,0.9,5,12,17
6.9,0,3,2.2,5,2,17
4.1,0,1,0.55,7,2,23
8.9,0,1,2.32,6,10,15
7.7,0,1,2.76,7,4,23
6.9,0,1,3.14,1,22,12
30.9,1,1,21.07,6,22,15
8.9,0,2,2.22,5,1,24
8.1,0,1,1.96,6,19,15
3.7,0,1,0.87,1,17,12
4.9,0,1,1.88,7,0,16
10.9,1,2,4.84,7,23,16
4.1,0,1,0.6,1,15,12
4.5,0,1,0.82,3,15,20
5.3,0,1,1.5,1,8,19
4.1,0,1,1.03,2,15,11
8.1,0,1,2.23,7,11,16
4.1,0,1,0.94,6,14,22
9.3,0,1,2.4,5,13,24
4.5,0,1,0.86,4,20,21
8.1,0,1,2.49,5,1,24
8.5,0,1,6.68,6,8,22
7.7,0,1,4.05,7,12,23
4.9,0,1,1.14,1,18,19
8.5,0,1,2.95,3,14,20
11.7,1,1,4.81,7,17,16
16.1,1,4,3.1,7,21,16
7.3,0,1,2.16,2,3,18
49.57,1,1,23.82,5,18,24
6.5,0,2,1.89,1,9,19
9.3,0,2,1.6,2,19,18
11.3,1,2,3.92,6,23,15
4.5,0,1,0.74,3,17,13
4.5,0,1,1.02,1,0,19
14.9,1,1,8.23,7,1,16
11.3,1,1,4.03,1,10,19
5.3,0,1,1.07,5,12,24
5.3,0,1,1.43,2,17,18
14.5,1,4,4.87,5,21,17
16.9,1,1,6.81,4,9,21
6.9,0,1,2.76,4,13,21
15.3,1,1,3.55,2,15,18
2.5,0,1,0.17,2,1,25
3.3,0,1,0.65,5,13,17
9.3,0,1,3.1,5,12,17
6.1,0,1,1.31,7,8,16
9.7,0,1,1.06,3,13,13
5.3,0,1,0.78,7,14,16
6.9,0,1,1.91,3,9,20
6.5,0,1,1.43,3,13,13
8.1,0,1,2.9,4,23,21
15.7,1,1,6.47,3,19,13
12.5,1,2,5.39,2,19,11
9.7,0,1,3.26,2,19,11
2.5,0,1,3.93,6,19,15
8.1,0,2,3.41,4,15,14
9.3,0,1,4.55,3,21,13
7.7,0,3,2.8,3,12,13
8.9,0,1,2.82,7,21,16
9.3,0,1,3.21,6,8,22
12.9,1,1,4.9,2,14,11
4.1,0,1,0.43,3,9,13
7.3,0,2,1.83,5,22,24
8.5,0,1,3.4,7,15,23
19.3,1,2,8.74,3,19,20
6.5,0,2,1.18,5,13,24
11.7,1,1,2.56,4,15,21
18.9,1,2,5.3,7,14,23
9.7,0,1,2.61,1,16,19
10.9,1,1,5.49,2,5,11
14.1,1,2,5.21,5,3,17
8.1,0,1,1.33,1,21,12
49.57,1,1,21.75,1,5,12
14.9,1,1,7.12,1,21,19
4.9,0,1,0.97,5,10,17
4.5,0,1,0.69,7,2,16
20.5,1,2,7.94,7,22,23
49.57,1,1,20.66,2,17,11
10.9,1,1,3.8,7,21,23
8.1,0,1,2.0,2,17,11
6.5,0,2,2.45,6,3,15
6.1,0,1,1.42,3,21,13
5.7,0,1,2.14,5,12,17
9.7,0,1,2.53,4,17,21
7.3,0,1,1.36,6,19,22
5.3,0,1,0.86,6,12,15
9.3,0,5,2.75,6,17,15
10.1,1,1,3.91,7,22,16
6.5,0,1,2.34,4,18,14
4.1,0,1,0.75,7,2,16
6.1,0,1,1.46,6,13,22
4.9,0,1,1.45,5,17,17
13.7,1,1,3.53,6,3,22
5.3,0,1,0.96,1,13,19
8.9,0,1,3.05,1,8,19
9.7,0,1,3.37,2,20,18
6.5,0,1,1.59,1,18,19
10.9,1,1,3.64,7,15,23
6.5,0,1,2.11,6,10,15
10.5,1,1,3.48,1,15,19
26.1,1,1,15.04,7,22,16
3.3,0,1,0.55,3,15,20
13.3,1,1,4.75,6,13,22
12.1,1,4,5.57,7,12,23
7.3,0,1,3.34,4,6,14
14.1,1,1,5.03,7,8,16
20.9,1,1,8.35,5,10,24
5.7,0,2,1.47,5,15,17
22.9,1,2,4.34,6,23,22
24.5,1,1,9.07,4,1,14
6.1,0,1,1.12,1,17,19
49.57,1,1,19.63,7,7,23
7.3,0,1,1.82,4,22,21
10.5,1,1,4.58,4,18,21
7.3,0,3,2.25,3,16,20
5.3,0,1,1.68,4,15,21
16.9,1,1,5.96,6,10,22
6.1,0,1,1.21,2,10,18
12.9,1,3,6.16,5,15,17
21.3,1,1,11.05,4,13,21
10.9,1,3,5.7,3,2,20
3.3,0,1,0.47,3,11,13
7.3,0,1,0.86,2,12,11
8.5,0,1,2.32,4,21,14
12.9,1,1,5.2,1,8,19
4.5,0,2,0.72,6,21,15
8.1,0,1,2.41,2,18,18
12.9,1,2,5.23,4,19,14
8.1,0,2,3.19,5,10,24
8.9,0,4,2.74,5,0,24
4.9,0,1,0.72,4,17,21
10.1,1,1,3.46,7,9,16
5.3,0,1,1.53,2,13,18
8.5,0,2,2.7,7,1,16
6.5,0,1,1.21,7,18,16
6.5,0,1,1.64,2,9,11
6.9,0,1,1.63,5,23,24
7.3,0,3,1.22,5,14,24
4.5,0,1,1.14,1,17,19
6.5,0,1,0.96,7,11,23
8.5,0,1,2.56,4,19,14
10.5,1,1,3.16,6,18,22
6.5,0,1,1.62,5,10,17
8.9,0,1,1.9,4,9,21
9.3,0,1,2.9,3,22,13
7.7,0,1,2.93,3,10,20
4.9,0,1,1.61,6,20,15
16.1,1,2,5.32,2,0,25
4.1,0,1,0.61,3,8,13
45.0,1,1,20.77,4,17,14
25.07,1,2,8.49,1,0,12
6.1,0,2,1.29,1,20,12
12.1,1,1,3.86,6,17,15
10.9,1,1,5.09,4,6,21
12.5,1,1,5.43,1,11,19
28.5,1,2,2.55,2,8,11
3.7,0,1,0.62,7,16,23
6.5,0,1,1.76,7,20,23
6.9,0,1,1.49,3,19,13
22.1,1,2,8.81,7,0,23
5.7,0,1,1.73,4,2,14
5.3,0,1,1.37,2,22,18
7.3,0,1,1.27,5,14,24
6.1,0,1,0.98,7,22,23
14.9,1,1,5.29,3,10,20
5.7,0,1,1.13,6,11,22
21.3,1,5,4.93,7,18,23
4.9,0,1,1.08,4,11,14
6.5,0,1,3.02,2,13,11
16.5,1,2,6.98,2,1,18
39.07,1,1,16.7,3,19,13
6.5,0,2,2.36,7,21,16
12.1,1,1,3.91,1,12,12
6.9,0,2,1.87,2,18,18
8.1,0,1,2.66,5,13,17
7.7,0,1,2.24,3,11,13
10.1,1,1,4.34,4,7,14
3.7,0,1,0.64,6,1,22
7.3,0,1,2.5,7,13,16
12.9,1,1,5.52,5,0,17
7.3,0,1,2.2,7,9,16
28.67,1,1,9.17,1,15,12
9.3,0,2,3.56,2,21,18
8.1,0,1,1.46,3,13,20
6.1,0,3,1.4,1,1,19
4.1,0,1,0.88,3,8,20
12.5,1,1,3.55,1,18,12
10.5,1,1,2.29,6,19,15
6.1,0,1,2.46,4,23,14
16.9,1,2,7.06,7,11,23
13.3,1,1,4.47,7,18,16
5.3,0,1,1.04,4,19,21
6.5,0,1,1.73,6,14,22
11.3,1,2,4.54,5,3,24
4.5,0,1,0.63,4,18,21
17.3,1,2,6.95,3,20,13
11.3,1,1,1.86,5,2,24
12.1,1,1,3.28,6,12,22
10.5,1,5,4.1,1,13,12
4.9,0,4,0.62,2,22,18
6.9,0,2,1.94,5,1,17
12.9,1,1,5.28,4,21,14
4.5,0,1,1.51,4,6,14
34.9,1,4,13.2,6,20,15
6.5,0,1,1.24,2,4,18
5.7,0,2,1.48,5,1,24
12.1,1,1,3.39,7,9,16
6.1,0,1,1.47,5,22,17
10.5,1,1,2.09,4,12,21
4.9,0,2,1.56,5,23,17
28.67,1,1,11.02,3,17,13
11.3,1,1,4.79,7,4,16
8.5,0,1,2.35,1,16,19
3.3,0,1,0.65,7,18,23
12.1,1,1,6.66,1,5,12
8.1,0,1,8.61,3,17,13
9.7,0,1,3.68,6,10,22
5.3,0,1,1.39,1,9,12
3.7,0,1,0.58,5,12,17
5.7,0,1,1.81,4,11,14
18.5,1,1,10.97,7,23,16
6.9,0,2,2.18,7,2,23
9.7,0,1,1.93,3,22,20
9.7,0,1,1.93,7,10,16
4.5,0,1,0.76,6,16,22
3.3,0,1,0.58,1,20,19
8.5,0,2,2.64,6,19,22
43.7,1,2,17.49,3,22,13
10.9,1,2,4.64,5,22,24
3.7,0,1,0.58,1,7,19
6.1,0,1,1.24,7,15,23
3.3,0,1,0.49,7,5,23
4.9,0,1,1.18,4,16,14
31.87,1,1,12.86,3,20,13
12.1,1,1,2.15,5,16,17
7.3,0,1,2.13,2,16,18
4.5,0,1,2.27,3,16,13
6.9,0,1,2.86,7,18,23
4.5,0,1,1.23,4,18,21
5.3,0,1,1.21,7,7,16
4.9,0,1,0.95,7,18,16
11.7,1,1,3.9,4,1,21
5.7,0,1,2.15,1,10,19
5.7,0,1,1.37,6,21,22
4.9,0,1,1.26,1,6,19
3.7,0,1,0.86,6,18,22
7.3,0,1,1.29,5,0,17
37.47,1,1,10.16,6,11,15
10.9,1,1,1.37,7,13,16
9.3,0,2,3.44,6,14,15
3.3,0,1,0.53,1,9,12
8.1,0,1,1.43,4,13,14
6.5,0,1,2.73,3,18,20
5.7,0,2,1.28,7,18,16
6.5,0,1,0.94,7,14,23
7.7,0,1,1.8,7,8,16
4.5,0,1,0.79,1,9,12
45.0,1,1,19.47,1,23,12
6.9,0,1,3.42,1,7,12
29.3,1,4,2.96,1,20,12
12.5,1,1,4.15,6,14,22
11.7,1,2,3.48,4,22,21
5.7,0,4,1.37,5,11,17
8.1,0,1,2.53,4,13,21
5.3,0,1,1.17,5,0,17
6.5,0,1,1.69,6,14,15
5.3,0,2,20.94,3,10,13
7.7,0,1,2.34,6,21,22
7.7,0,1,2.43,6,5,15
7.3,0,1,2.2,7,2,23
16.5,1,1,8.79,6,4,15
8.9,0,1,5.03,6,14,15
7.3,0,1,1.43,6,15,22
4.5,0,1,1.2,1,18,19
4.5,0,1,0.89,6,12,22
6.1,0,1,1.56,6,12,15
7.3,0,2,2.13,2,16,18
3.3,0,1,0.87,5,14,24
5.7,0,1,1.08,6,8,15
16.5,1,1,2.95,7,3,16
30.5,1,2,14.05,7,22,16
6.9,0,1,2.28,5,22,17
5.3,0,1,0.61,1,9,19
6.5,0,1,1.98,3,8,20
6.5,0,1,1.38,4,14,14
6.5,0,1,1.35,3,19,13
3.3,0,1,0.68,6,0,22
4.5,0,1,1.19,1,12,19
12.5,1,1,3.42,5,2,24
10.9,1,2,4.01,5,20,24
10.9,1,1,4.47,3,1,20
6.1,0,1,1.64,4,12,14
3.3,0,1,0.28,6,19,15
4.9,0,1,1.19,6,16,15
3.3,0,1,0.76,2,15,18
15.3,1,1,6.19,1,18,19
10.1,1,1,4.2,2,7,11
5.7,0,4,2.11,1,21,12
5.3,0,1,1.43,7,18,16
12.9,1,2,5.48,2,1,25
9.7,0,1,4.51,3,16,13
6.5,0,1,1.57,3,14,20
10.1,1,1,2.52,7,20,16
4.1,0,1,0.82,1,17,19
12.1,1,1,5.96,4,1,14
4.5,0,2,1.51,6,13,15
22.1,1,1,9.0,5,19,17
5.7,0,1,1.71,2,9,18
9.3,0,2,3.35,1,20,12
6.1,0,1,1.18,5,3,24
8.1,0,1,1.39,7,10,23
9.3,0,2,1.98,6,12,22
4.9,0,1,1.24,6,8,22
9.3,0,1,1.96,5,15,17
8.1,0,1,2.4,3,9,20
6.1,0,2,1.61,1,10,12
11.7,1,2,3.73,5,19,17
9.3,0,1,2.13,7,9,23
10.9,1,1,5.46,6,23,15
12.5,1,1,4.66,5,14,24
8.5,0,1,0.16,2,13,11
6.9,0,2,1.21,7,15,16
4.5,0,1,1.08,3,21,20
7.7,0,1,2.4,5,10,24
8.9,0,1,3.82,5,14,17
12.1,1,1,4.39,5,1,24
6.9,0,1,2.36,6,17,22
6.1,0,1,1.3,5,22,17
6.9,0,1,1.56,3,20,13
8.9,0,2,2.15,5,16,17
13.7,1,2,4.11,1,10,19
4.5,0,1,1.44,2,20,18
8.1,0,1,1.77,6,19,22
5.3,0,1,1.0,4,17,21
7.7,0,1,2.6,1,14,19
15.7,1,1,5.51,4,13,21
4.9,0,2,1.3,6,21,22
5.3,0,2,0.86,3,17,13
6.9,0,1,1.2,5,19,24
26.1,1,1,11.41,2,13,11
8.9,0,1,4.05,1,21,19
23.07,1,1,6.04,4,11,21
13.7,1,5,5.61,5,4,17
17.7,1,1,6.64,2,0,25
29.47,1,1,10.37,6,11,15
5.3,0,1,1.78,5,20,24
7.7,0,1,1.48,7,11,16
5.7,0,1,0.85,1,22,12
4.9,0,1,3.52,1,10,19
6.5,0,1,1.79,7,22,23
5.7,0,1,1.01,4,22,14
6.1,0,1,1.11,5,16,24
6.9,0,1,2.7,5,19,24
6.5,0,1,2.57,5,0,17
11.3,1,1,4.37,6,16,15
10.5,1,1,3.58,5,10,24
8.9,0,1,3.67,7,2,16
11.3,1,1,4.39,6,18,15
5.7,0,1,1.64,3,17,13
2.9,0,1,0.48,6,14,22
7.3,0,1,2.49,6,19,22
4.9,0,1,1.23,3,4,20
3.7,0,1,0.73,1,7,12
27.07,1,1,10.3,1,5,19
5.3,0,1,1.6,7,3,23
6.1,0,1,1.39,2,14,18
10.9,1,1,4.29,4,22,21
11.7,1,2,3.39,3,10,20
13.7,1,1,3.89,1,18,19
9.3,0,1,2.58,4,19,14
7.7,0,1,2.28,1,13,19
21.7,1,1,4.62,5,15,24
12.5,1,1,4.62,2,23,11
13.7,1,1,6.27,2,4,11
8.5,0,1,3.28,1,16,19
12.9,1,1,4.4,4,20,14
4.1,0,3,1.3,7,21,23
22.9,1,1,2.82,5,11,17
7.3,0,2,2.76,3,19,20
7.3,0,2,2.33,5,16,17
4.1,0,1,0.9,4,9,14
5.8,0,2,3.8,1,16,12
14.5,1,1,4.59,2,6,18
8.5,0,2,3.55,2,6,18
4.9,0,1,1.59,2,17,18
4.9,0,1,1.96,7,6,16
3.7,0,1,0.21,2,5,18
14.9,1,1,8.22,6,23,15
8.5,0,1,2.86,4,15,14
15.7,1,1,0.76,5,5,24
7.3,0,1,4.11,2,22,11
9.3,0,1,3.23,6,12,15
5.7,0,1,2.44,6,9,22
11.7,1,1,6.35,3,14,13
4.9,0,1,1.48,6,13,22
5.7,0,1,1.29,5,19,17
26.1,1,1,9.63,3,21,13
7.7,0,3,2.74,3,9,13
4.1,0,1,0.26,4,18,21
10.1,1,1,4.62,2,22,11
9.7,0,3,2.67,6,23,15
4.9,0,1,1.26,2,4,18
6.5,0,3,1.84,5,23,24
6.5,0,1,1.47,2,3,25
8.5,0,1,3.45,5,21,17
5.7,0,3,1.75,3,17,20
28.0,1,1,12.02,1,20,12
4.1,0,1,0.33,5,20,17
8.9,0,1,3.18,1,8,19
4.9,0,1,1.15,5,8,17
4.9,0,3,1.05,7,0,23
6.5,0,1,1.08,5,13,24
7.3,0,1,1.81,4,17,21
17.7,1,1,7.14,1,20,12
5.7,0,1,1.63,2,20,18
5.7,0,2,1.48,1,8,12
10.5,1,2,3.28,4,0,21
7.3,0,1,2.05,5,9,17
42.27,1,1,22.65,3,0,13
8.9,0,1,2.53,3,19,20
11.3,1,1,4.44,5,13,17
8.5,0,4,1.86,2,11,18
5.3,0,2,1.87,5,21,17
7.7,0,1,2.68,5,3,24
17.3,1,1,6.19,1,11,19
4.9,0,1,1.7,1,12,19
5.7,0,2,1.52,7,7,23
6.5,0,1,1.98,1,1,12
7.3,0,1,2.8,7,10,16
29.87,1,1,10.21,7,10,16
3.3,0,1,0.65,5,10,17
5.7,0,2,1.94,1,18,19
12.1,1,1,4.4,3,23,20
4.9,0,1,1.04,3,17,13
5.7,0,1,1.74,4,20,21
4.9,0,1,1.83,4,20,21
4.1,0,1,1.09,5,16,17
3.7,0,1,0.75,1,9,12
9.3,0,1,0.07,3,19,20
6.1,0,2,1.6,5,1,17
8.1,0,1,3.78,1,7,19
23.7,1,1,11.19,1,14,19
17.3,1,1,5.02,7,10,16
4.9,0,1,0.75,2,15,11
5.3,0,1,2.01,3,19,20
7.3,0,1,2.51,3,20,13
14.5,1,1,0.52,1,17,12
5.3,0,1,2.26,1,6,12
12.1,1,1,4.99,6,13,22
23.3,1,1,7.9,7,21,23
7.7,0,1,2.74,7,8,16
10.9,1,1,2.78,2,2,18
5.3,0,1,1.32,3,13,13
45.0,1,1,21.5,1,6,19
4.1,0,1,1.11,4,9,21
10.1,1,1,3.68,3,21,20
7.7,0,1,2.42,4,13,14
6.5,0,1,1.56,3,14,20
9.3,0,1,3.2,6,15,22
5.3,0,3,1.3,2,13,18
10.9,1,1,3.62,7,8,23
4.1,0,1,1.05,2,0,25
8.1,0,1,3.31,5,8,17
13.3,1,1,6.01,4,19,14
6.5,0,1,1.94,5,3,24
5.3,0,1,1.37,4,9,14
5.7,0,1,1.95,2,2,18
4.5,0,1,0.74,3,20,20
4.9,0,1,1.58,4,13,21
7.3,0,1,2.33,6,20,22
3.7,0,1,0.92,1,12,19
7.3,0,1,2.21,4,19,21
4.1,0,1,0.72,2,20,11
15.7,1,1,4.22,2,14,18
15.3,1,1,8.18,2,2,18
11.7,1,2,3.91,2,1,25
4.5,0,1,0.65,4,18,21
5.7,0,1,1.18,2,19,18
11.7,1,1,4.21,4,13,21
6.5,0,1,1.86,2,19,11
4.9,0,1,1.33,3,19,20
12.1,1,1,2.08,3,12,20
3.7,0,1,0.9,6,14,15
14.9,1,2,6.34,7,21,23
6.9,0,1,2.02,3,3,13
9.3,0,1,2.53,1,7,12
7.7,0,1,2.65,6,19,15
3.3,0,1,0.6,2,7,18
4.1,0,1,0.85,5,7,17
6.5,0,2,2.39,5,21,17
5.3,0,1,0.85,4,6,14
10.1,1,1,3.0,1,6,12
4.5,0,1,1.05,7,18,16
4.9,0,1,0.96,6,11,22
3.3,0,3,0.64,4,9,21
7.7,0,1,1.65,6,19,22
15.7,1,1,6.92,1,20,12
5.7,0,1,1.09,4,8,21
45.0,1,2,15.1,6,5,22
8.1,0,1,1.8,3,10,20
2.5,0,1,5.0,7,17,23
8.1,0,1,1.95,6,13,22
28.1,1,1,3.42,1,14,12
4.5,0,1,1.3,3,12,20
6.5,0,1,2.09,1,21,12
4.9,0,2,1.27,1,14,19
15.87,1,1,3.81,7,16,16
11.3,1,1,2.76,7,10,23
12.5,1,2,4.71,4,21,14
12.1,1,1,4.96,5,0,17
3.7,0,1,0.77,6,14,22
10.5,1,1,4.24,6,21,15
10.9,1,1,3.97,1,15,19
4.9,0,1,1.01,5,13,24
5.7,0,1,2.16,5,23,24
10.9,1,2,4.88,5,3,24
5.3,0,2,1.9,4,20,14
6.5,0,1,1.67,5,16,17
4.1,0,1,0.57,4,12,21
9.3,0,2,3.27,3,2,20
8.1,0,1,3.04,5,3,24
9.3,0,2,3.09,2,15,18
20.5,1,3,9.03,4,0,14
4.5,0,3,0.76,5,20,17
9.3,0,1,2.28,4,13,14
26.67,1,1,5.45,1,17,12
8.1,0,1,2.06,4,11,14
8.5,0,1,2.93,6,11,15
5.7,0,1,0.34,4,15,21
6.5,0,4,1.89,7,0,16
10.5,1,1,3.44,4,23,21
4.9,0,1,1.3,3,20,13
7.7,0,2,2.2,4,19,14
8.1,0,1,1.48,6,8,22
11.3,1,1,5.13,3,18,20
4.9,0,1,1.01,5,6,17
5.7,0,2,1.82,6,20,22
5.3,0,1,0.8,1,9,19
28.67,1,1,9.11,7,0,23
14.5,1,2,5.44,5,18,17
10.5,1,1,4.19,3,0,13
5.7,0,1,1.93,1,19,19
6.9,0,3,2.71,2,13,11
10.9,1,2,4.38,2,7,11
16.1,1,1,4.01,5,0,17
6.1,0,1,2.22,1,0,12
9.3,0,1,3.44,3,23,13
4.9,0,1,1.48,5,18,24
10.9,1,1,2.71,4,17,14
4.5,0,1,0.99,3,4,13
3.7,0,2,0.68,5,21,17
18.5,1,2,8.22,5,15,24
4.9,0,1,1.09,7,0,23
7.3,0,1,1.79,4,14,14
5.7,0,1,0.8,6,15,22
4.9,0,1,1.7,4,20,21
6.1,0,2,1.63,6,21,22
6.5,0,2,2.34,6,7,22
5.7,0,1,1.57,7,10,23
8.9,0,1,2.88,4,17,14
15.3,1,2,6.49,5,5,24
20.9,1,2,8.08,4,9,14
11.7,1,1,4.58,5,6,24
6.1,0,2,1.89,5,8,17
6.5,0,1,2.69,2,23,11
7.3,0,1,1.55,6,16,15
6.1,0,1,1.48,5,2,24
8.1,0,1,4.7,1,13,12
8.1,0,1,2.74,5,16,24
5.7,0,1,1.35,5,13,17
9.3,0,1,1.43,6,12,15
16.1,1,1,4.32,4,19,14
4.1,0,1,0.98,3,8,13
10.1,1,1,3.72,7,20,23
29.07,1,1,9.32,1,21,12
6.5,0,2,1.12,1,12,19
7.3,0,1,3.18,2,2,25
10.1,1,1,4.27,6,0,15
4.5,0,1,0.93,7,9,23
6.9,0,4,1.64,7,23,23
4.9,0,2,1.65,1,22,12
5.7,0,1,2.21,5,10,17
4.9,0,1,1.23,7,3,16
10.5,1,1,4.99,2,13,18
18.9,1,1,6.93,7,23,23
20.9,1,1,11.73,7,3,16
7.3,0,1,2.17,6,19,15
6.5,0,1,1.56,3,18,13
10.9,1,1,3.68,5,14,24
8.1,0,1,2.29,6,22,22
8.1,0,1,3.61,1,20,19
6.9,0,1,3.0,2,5,18
5.7,0,1,1.39,1,10,12
13.7,1,2,5.32,5,20,17
14.1,1,1,6.21,6,10,15
6.5,0,1,2.52,1,12,12
9.3,0,2,2.15,4,14,21
4.1,0,2,0.82,3,8,13
7.3,0,1,2.9,4,16,21
5.3,0,1,1.33,2,2,25
4.9,0,1,1.32,2,10,18
15.3,1,1,7.47,3,16,20
18.1,1,3,6.69,7,10,16
8.1,0,1,3.15,5,1,24
45.0,1,5,21.25,5,15,17
6.1,0,1,2.01,6,18,15
6.9,0,4,1.63,5,23,24
8.5,0,2,2.53,1,15,12
5.3,0,1,1.33,7,8,23
6.9,0,1,2.18,2,6,18
16.5,1,1,8.95,3,21,20
4.9,0,1,1.53,7,17,16
18.5,1,1,6.88,6,18,22
8.9,0,1,2.79,7,7,23
10.5,1,1,4.01,4,15,21
8.9,0,2,2.84,5,23,24
8.5,0,1,2.36,7,0,23
5.3,0,2,1.26,5,4,24
12.9,1,2,4.92,4,15,14
6.5,0,1,1.46,5,23,24
8.5,0,1,1.96,2,1,18
9.7,0,1,4.61,5,0,17
